year,pollutant,industry,emission_value
1991,PM10,"Electricity, gas, steam and air conditioning supply",69.816
1991,PM10,Financial and insurance activities,7.10E-02
1991,PM10,Human health and social work activities,1.787
1991,PM10,Information and communication,0.294
1991,PM10,Manufacturing,59.203
1991,PM10,Mining and quarrying,28.912
1991,PM10,Other service activities,0.397
1991,PM10,"Professional, scientific and technical activities",0.438
1991,PM10,Public administration and defence; compulsory social security,3.305
1991,PM10,Real estate activities,0.116
1991,PM10,Transport and storage,91.773
1991,PM10,"Water supply; sewerage, waste management and remediation activities",2.916
1991,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.034
1992,PM10,"Agriculture, forestry and fishing",36.061
1992,PM10,"Arts, entertainment and recreation",0.478
1992,PM10,Construction,49.98
1992,PM10,Education,1.937
1992,PM10,"Electricity, gas, steam and air conditioning supply",65.874
1992,PM10,Financial and insurance activities,6.40E-02
1992,PM10,Human health and social work activities,1.822
1992,PM10,Information and communication,0.297
1992,PM10,Manufacturing,59.971
1992,PM10,Mining and quarrying,26.781
1992,PM10,Other service activities,0.376
1992,PM10,"Professional, scientific and technical activities",0.442
1992,PM10,Public administration and defence; compulsory social security,3.294
1992,PM10,Real estate activities,0.119
1992,PM10,Transport and storage,77.947
1992,PM10,"Water supply; sewerage, waste management and remediation activities",2.861
1992,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.088
1993,PM10,"Agriculture, forestry and fishing",25.475
1993,PM10,"Arts, entertainment and recreation",0.498
1993,PM10,Construction,45.899
1993,PM10,Education,1.735
1993,PM10,"Electricity, gas, steam and air conditioning supply",55.521
1993,PM10,Financial and insurance activities,6.70E-02
1993,PM10,Human health and social work activities,1.766
1993,PM10,Information and communication,0.314
1993,PM10,Manufacturing,57.605
1993,PM10,Mining and quarrying,27.299
1993,PM10,Other service activities,0.389
1993,PM10,"Professional, scientific and technical activities",0.464
1993,PM10,Public administration and defence; compulsory social security,3.214
1993,PM10,Real estate activities,0.126
1993,PM10,Transport and storage,73.714
1993,PM10,"Water supply; sewerage, waste management and remediation activities",2.723
1993,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.2
1994,PM10,"Agriculture, forestry and fishing",25.855
1994,PM10,"Arts, entertainment and recreation",0.479
1994,PM10,Construction,39.133
1994,PM10,Education,1.353
1994,PM10,"Electricity, gas, steam and air conditioning supply",49.663
1994,PM10,Financial and insurance activities,6.60E-02
1994,PM10,Human health and social work activities,1.642
1994,PM10,Information and communication,0.332
1994,PM10,Manufacturing,56.373
1994,PM10,Mining and quarrying,28.008
1994,PM10,Other service activities,0.384
1994,PM10,"Professional, scientific and technical activities",0.49
1994,PM10,Public administration and defence; compulsory social security,2.883
1994,PM10,Real estate activities,0.133
1994,PM10,Transport and storage,70.905
1994,PM10,"Water supply; sewerage, waste management and remediation activities",2.64
1994,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.332
1995,PM10,"Agriculture, forestry and fishing",24.79
1995,PM10,"Arts, entertainment and recreation",0.459
1995,PM10,Construction,40.895
1995,PM10,Education,1.109
1995,PM10,"Electricity, gas, steam and air conditioning supply",38.299
1995,PM10,Financial and insurance activities,6.50E-02
1995,PM10,Human health and social work activities,1.406
1995,PM10,Information and communication,0.34
1995,PM10,Manufacturing,52.966
1995,PM10,Mining and quarrying,24.831
1995,PM10,Other service activities,0.385
1995,PM10,"Professional, scientific and technical activities",0.507
1995,PM10,Public administration and defence; compulsory social security,2.61
1995,PM10,Real estate activities,0.135
1995,PM10,Transport and storage,71.214
1995,PM10,"Water supply; sewerage, waste management and remediation activities",2.482
1995,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.333
1996,PM10,"Agriculture, forestry and fishing",25.011
1996,PM10,"Arts, entertainment and recreation",0.416
1996,PM10,Construction,45.949
1996,PM10,Education,1.233
1996,PM10,"Electricity, gas, steam and air conditioning supply",35.65
1996,PM10,Financial and insurance activities,5.80E-02
1996,PM10,Human health and social work activities,1.392
1996,PM10,Information and communication,0.321
1996,PM10,Manufacturing,48.461
1996,PM10,Mining and quarrying,23.781
1996,PM10,Other service activities,0.367
1996,PM10,"Professional, scientific and technical activities",0.468
1996,PM10,Public administration and defence; compulsory social security,2.56
1996,PM10,Real estate activities,0.128
1996,PM10,Transport and storage,77.088
1996,PM10,"Water supply; sewerage, waste management and remediation activities",2.446
1996,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.174
1997,PM10,"Agriculture, forestry and fishing",26.135
1997,PM10,"Arts, entertainment and recreation",0.37
1997,PM10,Construction,44.223
1997,PM10,Education,1.251
1997,PM10,"Electricity, gas, steam and air conditioning supply",25.505
1997,PM10,Financial and insurance activities,5.30E-02
1997,PM10,Human health and social work activities,1.242
1997,PM10,Information and communication,0.317
1997,PM10,Manufacturing,46.27
1997,PM10,Mining and quarrying,23.601
1997,PM10,Other service activities,0.339
1997,PM10,"Professional, scientific and technical activities",0.466
1997,PM10,Public administration and defence; compulsory social security,2.404
1997,PM10,Real estate activities,0.125
1997,PM10,Transport and storage,96.938
1997,PM10,"Water supply; sewerage, waste management and remediation activities",2.202
1997,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.078
1998,PM10,"Agriculture, forestry and fishing",24.882
1998,PM10,"Arts, entertainment and recreation",0.421
1998,PM10,Construction,37.472
1998,PM10,Education,0.847
1998,PM10,"Electricity, gas, steam and air conditioning supply",25.794
1998,PM10,Financial and insurance activities,5.20E-02
1998,PM10,Human health and social work activities,1.262
1998,PM10,Information and communication,0.31
1998,PM10,Manufacturing,41.62
1998,PM10,Mining and quarrying,23.123
1998,PM10,Other service activities,0.359
1998,PM10,"Professional, scientific and technical activities",0.45
1998,PM10,Public administration and defence; compulsory social security,2.124
1998,PM10,Real estate activities,0.122
1998,PM10,Transport and storage,98.525
1998,PM10,"Water supply; sewerage, waste management and remediation activities",2.74
1998,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.927
1999,PM10,"Agriculture, forestry and fishing",24.192
1999,PM10,"Arts, entertainment and recreation",0.403
1999,PM10,Construction,39.419
1999,PM10,Education,0.878
1999,PM10,"Electricity, gas, steam and air conditioning supply",20.098
1999,PM10,Financial and insurance activities,5.20E-02
1999,PM10,Human health and social work activities,1.269
1999,PM10,Information and communication,0.312
1999,PM10,Manufacturing,39.173
1999,PM10,Mining and quarrying,21.862
1999,PM10,Other service activities,0.353
1999,PM10,"Professional, scientific and technical activities",0.457
1999,PM10,Public administration and defence; compulsory social security,2.153
1999,PM10,Real estate activities,0.123
1999,PM10,Transport and storage,84.164
1999,PM10,"Water supply; sewerage, waste management and remediation activities",2.066
1999,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.815
2000,PM10,"Agriculture, forestry and fishing",23.85
2000,PM10,"Arts, entertainment and recreation",0.39
2000,PM10,Construction,40.248
2000,PM10,Education,0.651
2000,PM10,"Electricity, gas, steam and air conditioning supply",22.55
2000,PM10,Financial and insurance activities,4.60E-02
2000,PM10,Human health and social work activities,0.964
2000,PM10,Information and communication,0.279
2000,PM10,Manufacturing,34.436
2000,PM10,Mining and quarrying,20.555
2000,PM10,Other service activities,0.33
2000,PM10,"Professional, scientific and technical activities",0.413
2000,PM10,Public administration and defence; compulsory social security,2.003
2000,PM10,Real estate activities,0.11
2000,PM10,Transport and storage,79.815
2000,PM10,"Water supply; sewerage, waste management and remediation activities",1.939
2000,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.334
2001,PM10,"Agriculture, forestry and fishing",23.12
2001,PM10,"Arts, entertainment and recreation",0.459
2001,PM10,Construction,50.22
2001,PM10,Education,0.688
2001,PM10,"Electricity, gas, steam and air conditioning supply",17.45
2001,PM10,Financial and insurance activities,4.80E-02
2001,PM10,Human health and social work activities,0.996
2001,PM10,Information and communication,0.261
2001,PM10,Manufacturing,32.674
2001,PM10,Mining and quarrying,21.168
2001,PM10,Other service activities,0.335
2001,PM10,"Professional, scientific and technical activities",0.377
2001,PM10,Public administration and defence; compulsory social security,1.855
2001,PM10,Real estate activities,0.102
2001,PM10,Transport and storage,89.526
2001,PM10,"Water supply; sewerage, waste management and remediation activities",5.789
2001,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.079
2002,PM10,"Agriculture, forestry and fishing",22.835
2002,PM10,"Arts, entertainment and recreation",0.414
2002,PM10,Construction,42.427
2002,PM10,Education,0.515
2002,PM10,"Electricity, gas, steam and air conditioning supply",9.077
2002,PM10,Financial and insurance activities,3.90E-02
2002,PM10,Human health and social work activities,0.779
2002,PM10,Information and communication,0.241
2002,PM10,Manufacturing,29.704
2002,PM10,Mining and quarrying,20.422
2002,PM10,Other service activities,0.314
2002,PM10,"Professional, scientific and technical activities",0.342
2002,PM10,Public administration and defence; compulsory social security,1.592
2002,PM10,Real estate activities,9.40E-02
2002,PM10,Transport and storage,82.291
2002,PM10,"Water supply; sewerage, waste management and remediation activities",1.668
2002,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.892
2003,PM10,"Agriculture, forestry and fishing",22.487
2003,PM10,"Arts, entertainment and recreation",0.421
2003,PM10,Construction,58.002
2003,PM10,Education,0.384
2003,PM10,"Electricity, gas, steam and air conditioning supply",8.329
2003,PM10,Financial and insurance activities,3.90E-02
2003,PM10,Human health and social work activities,0.731
2003,PM10,Information and communication,0.237
2003,PM10,Manufacturing,30.235
2003,PM10,Mining and quarrying,19.86
2003,PM10,Other service activities,0.313
2003,PM10,"Professional, scientific and technical activities",0.335
2003,PM10,Public administration and defence; compulsory social security,1.514
2003,PM10,Real estate activities,9.30E-02
2003,PM10,Transport and storage,81.466
2003,PM10,"Water supply; sewerage, waste management and remediation activities",1.549
2003,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.83
2004,PM10,"Agriculture, forestry and fishing",22.517
2004,PM10,"Arts, entertainment and recreation",0.444
2004,PM10,Construction,42.732
2004,PM10,Education,0.381
2004,PM10,"Electricity, gas, steam and air conditioning supply",9.126
2004,PM10,Financial and insurance activities,3.60E-02
2004,PM10,Human health and social work activities,0.613
2004,PM10,Information and communication,0.221
2004,PM10,Manufacturing,28.719
2004,PM10,Mining and quarrying,20.318
2004,PM10,Other service activities,0.297
2004,PM10,"Professional, scientific and technical activities",0.309
2004,PM10,Public administration and defence; compulsory social security,1.503
2004,PM10,Real estate activities,8.90E-02
2004,PM10,Transport and storage,79.83
2004,PM10,"Water supply; sewerage, waste management and remediation activities",1.584
2004,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.654
2005,PM10,"Agriculture, forestry and fishing",21.777
2005,PM10,"Arts, entertainment and recreation",0.445
2005,PM10,Construction,40.086
2005,PM10,Education,0.452
2005,PM10,"Electricity, gas, steam and air conditioning supply",9.983
2005,PM10,Financial and insurance activities,3.40E-02
2005,PM10,Human health and social work activities,0.752
2005,PM10,Information and communication,0.22
2005,PM10,Manufacturing,28.142
2005,PM10,Mining and quarrying,19.455
2005,PM10,Other service activities,0.3
2005,PM10,"Professional, scientific and technical activities",0.305
2005,PM10,Public administration and defence; compulsory social security,1.425
2005,PM10,Real estate activities,8.90E-02
2005,PM10,Transport and storage,75.263
2005,PM10,"Water supply; sewerage, waste management and remediation activities",1.664
2005,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.514
2006,PM10,"Agriculture, forestry and fishing",21.655
2006,PM10,"Arts, entertainment and recreation",0.258
2006,PM10,Construction,34.213
2006,PM10,Education,0.424
2006,PM10,"Electricity, gas, steam and air conditioning supply",11.492
2006,PM10,Financial and insurance activities,3.40E-02
2006,PM10,Human health and social work activities,0.671
2006,PM10,Information and communication,0.212
2006,PM10,Manufacturing,27.347
2006,PM10,Mining and quarrying,19.761
2006,PM10,Other service activities,0.255
2006,PM10,"Professional, scientific and technical activities",0.299
2006,PM10,Public administration and defence; compulsory social security,1.368
2006,PM10,Real estate activities,8.80E-02
2006,PM10,Transport and storage,50.271
2006,PM10,"Water supply; sewerage, waste management and remediation activities",1.539
2006,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.42
2007,PM10,"Agriculture, forestry and fishing",20.422
2007,PM10,"Arts, entertainment and recreation",0.24
2007,PM10,Construction,30.773
2007,PM10,Education,0.403
2007,PM10,"Electricity, gas, steam and air conditioning supply",10.222
2007,PM10,Financial and insurance activities,3.50E-02
2007,PM10,Human health and social work activities,0.626
2007,PM10,Information and communication,0.212
2007,PM10,Manufacturing,26.541
2007,PM10,Mining and quarrying,19.743
2007,PM10,Other service activities,0.22
2007,PM10,"Professional, scientific and technical activities",0.302
2007,PM10,Public administration and defence; compulsory social security,1.348
2007,PM10,Real estate activities,8.80E-02
2007,PM10,Transport and storage,40.202
2007,PM10,"Water supply; sewerage, waste management and remediation activities",1.406
2007,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.43
2008,PM10,"Agriculture, forestry and fishing",21.205
2008,PM10,"Arts, entertainment and recreation",0.222
2008,PM10,Construction,24.586
2008,PM10,Education,0.306
2008,PM10,"Electricity, gas, steam and air conditioning supply",9.352
2008,PM10,Financial and insurance activities,3.40E-02
2008,PM10,Human health and social work activities,0.614
2008,PM10,Information and communication,0.204
2008,PM10,Manufacturing,23.981
2008,PM10,Mining and quarrying,17.408
2008,PM10,Other service activities,0.215
2008,PM10,"Professional, scientific and technical activities",0.291
2008,PM10,Public administration and defence; compulsory social security,1.193
2008,PM10,Real estate activities,8.60E-02
2008,PM10,Transport and storage,31.479
2008,PM10,"Water supply; sewerage, waste management and remediation activities",1.213
2008,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.127
2009,PM10,"Agriculture, forestry and fishing",20.271
2009,PM10,"Arts, entertainment and recreation",0.226
2009,PM10,Construction,24.276
2009,PM10,Education,0.281
2009,PM10,"Electricity, gas, steam and air conditioning supply",6.59
2009,PM10,Financial and insurance activities,3.10E-02
2009,PM10,Human health and social work activities,0.571
2009,PM10,Information and communication,0.185
2009,PM10,Manufacturing,21.579
2009,PM10,Mining and quarrying,14.708
2009,PM10,Other service activities,0.197
2009,PM10,"Professional, scientific and technical activities",0.253
2009,PM10,Public administration and defence; compulsory social security,1.132
2009,PM10,Real estate activities,0.08
2009,PM10,Transport and storage,24.173
2009,PM10,"Water supply; sewerage, waste management and remediation activities",1.142
2009,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.127
2010,PM10,"Agriculture, forestry and fishing",19.828
2010,PM10,"Arts, entertainment and recreation",0.19
2010,PM10,Construction,34.19
2010,PM10,Education,0.284
2010,PM10,"Electricity, gas, steam and air conditioning supply",6.822
2010,PM10,Financial and insurance activities,2.90E-02
2010,PM10,Human health and social work activities,0.567
2010,PM10,Information and communication,0.177
2010,PM10,Manufacturing,21.273
2010,PM10,Mining and quarrying,14.171
2010,PM10,Other service activities,0.174
2010,PM10,"Professional, scientific and technical activities",0.239
2010,PM10,Public administration and defence; compulsory social security,1.072
2010,PM10,Real estate activities,7.70E-02
2010,PM10,Transport and storage,21.878
2010,PM10,"Water supply; sewerage, waste management and remediation activities",1.177
2010,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.026
2011,PM10,"Agriculture, forestry and fishing",19.246
2011,PM10,"Arts, entertainment and recreation",0.173
2011,PM10,Construction,28.271
2011,PM10,Education,0.258
2011,PM10,"Electricity, gas, steam and air conditioning supply",6.629
2011,PM10,Financial and insurance activities,2.80E-02
2011,PM10,Human health and social work activities,0.567
2011,PM10,Information and communication,0.165
2011,PM10,Manufacturing,20.692
2011,PM10,Mining and quarrying,13.055
2011,PM10,Other service activities,0.162
2011,PM10,"Professional, scientific and technical activities",0.227
2011,PM10,Public administration and defence; compulsory social security,0.985
2011,PM10,Real estate activities,7.30E-02
2011,PM10,Transport and storage,20.153
2011,PM10,"Water supply; sewerage, waste management and remediation activities",1.13
2011,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.824
2012,PM10,"Agriculture, forestry and fishing",19.268
2012,PM10,"Arts, entertainment and recreation",0.165
2012,PM10,Construction,21.332
2012,PM10,Education,0.253
2012,PM10,"Electricity, gas, steam and air conditioning supply",9.173
2012,PM10,Financial and insurance activities,2.50E-02
2012,PM10,Human health and social work activities,0.513
2012,PM10,Information and communication,0.151
2012,PM10,Manufacturing,21.09
2012,PM10,Mining and quarrying,11.533
2012,PM10,Other service activities,0.151
2012,PM10,"Professional, scientific and technical activities",0.21
2012,PM10,Public administration and defence; compulsory social security,0.889
2012,PM10,Real estate activities,7.10E-02
2012,PM10,Transport and storage,19.934
2012,PM10,"Water supply; sewerage, waste management and remediation activities",1.099
2012,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.645
2013,PM10,"Agriculture, forestry and fishing",18.626
2013,PM10,"Arts, entertainment and recreation",0.158
2013,PM10,Construction,28.31
2013,PM10,Education,0.285
2013,PM10,"Electricity, gas, steam and air conditioning supply",8.248
2013,PM10,Financial and insurance activities,2.30E-02
2013,PM10,Human health and social work activities,0.494
2013,PM10,Information and communication,0.135
2013,PM10,Manufacturing,23.289
2013,PM10,Mining and quarrying,11.438
2013,PM10,Other service activities,0.143
2013,PM10,"Professional, scientific and technical activities",0.188
2013,PM10,Public administration and defence; compulsory social security,0.789
2013,PM10,Real estate activities,6.50E-02
2013,PM10,Transport and storage,15.666
2013,PM10,"Water supply; sewerage, waste management and remediation activities",1.066
2013,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.44
2014,PM10,"Agriculture, forestry and fishing",19.028
2014,PM10,"Arts, entertainment and recreation",0.146
2014,PM10,Construction,24.906
2014,PM10,Education,0.27
2014,PM10,"Electricity, gas, steam and air conditioning supply",6.472
2014,PM10,Financial and insurance activities,2.10E-02
2014,PM10,Human health and social work activities,0.485
2014,PM10,Information and communication,0.126
2014,PM10,Manufacturing,23.985
2014,PM10,Mining and quarrying,12.377
2014,PM10,Other service activities,0.136
2014,PM10,"Professional, scientific and technical activities",0.179
2014,PM10,Public administration and defence; compulsory social security,0.696
2014,PM10,Real estate activities,6.20E-02
2014,PM10,Transport and storage,17.7
2014,PM10,"Water supply; sewerage, waste management and remediation activities",1.062
2014,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.334
2015,PM10,"Agriculture, forestry and fishing",18.947
2015,PM10,"Arts, entertainment and recreation",0.128
2015,PM10,Construction,25.621
2015,PM10,Education,0.236
2015,PM10,"Electricity, gas, steam and air conditioning supply",4.951
2015,PM10,Financial and insurance activities,1.70E-02
2015,PM10,Human health and social work activities,0.269
2015,PM10,Information and communication,0.113
2015,PM10,Manufacturing,22.313
2015,PM10,Mining and quarrying,12.14
2015,PM10,Other service activities,0.152
2015,PM10,"Professional, scientific and technical activities",0.157
2015,PM10,Public administration and defence; compulsory social security,0.548
2015,PM10,Real estate activities,5.60E-02
2015,PM10,Transport and storage,19.716
2015,PM10,"Water supply; sewerage, waste management and remediation activities",1.099
2015,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.222
2016,PM10,"Agriculture, forestry and fishing",18.97
2016,PM10,"Arts, entertainment and recreation",0.136
2016,PM10,Construction,31.157
2016,PM10,Education,0.262
2016,PM10,"Electricity, gas, steam and air conditioning supply",3.061
2016,PM10,Financial and insurance activities,1.70E-02
2016,PM10,Human health and social work activities,0.316
2016,PM10,Information and communication,0.111
2016,PM10,Manufacturing,19.387
2016,PM10,Mining and quarrying,12.234
2016,PM10,Other service activities,0.153
2016,PM10,"Professional, scientific and technical activities",0.157
2016,PM10,Public administration and defence; compulsory social security,0.547
2016,PM10,Real estate activities,5.60E-02
2016,PM10,Transport and storage,21.414
2016,PM10,"Water supply; sewerage, waste management and remediation activities",1.112
2016,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.158
2017,PM10,"Agriculture, forestry and fishing",19.152
2017,PM10,"Arts, entertainment and recreation",0.152
2017,PM10,Construction,36.327
2017,PM10,Education,0.279
2017,PM10,"Electricity, gas, steam and air conditioning supply",2.625
2017,PM10,Financial and insurance activities,1.70E-02
2017,PM10,Human health and social work activities,0.256
2017,PM10,Information and communication,0.107
2017,PM10,Manufacturing,19.564
2017,PM10,Mining and quarrying,12.349
2017,PM10,Other service activities,0.15
2017,PM10,"Professional, scientific and technical activities",0.147
2017,PM10,Public administration and defence; compulsory social security,0.533
2017,PM10,Real estate activities,5.30E-02
2017,PM10,Transport and storage,14.023
2017,PM10,"Water supply; sewerage, waste management and remediation activities",1.14
2017,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.034
2018,PM10,"Agriculture, forestry and fishing",19.069
2018,PM10,"Arts, entertainment and recreation",0.157
2018,PM10,Construction,31.407
2018,PM10,Education,0.287
2018,PM10,"Electricity, gas, steam and air conditioning supply",2.217
2018,PM10,Financial and insurance activities,1.60E-02
2018,PM10,Human health and social work activities,0.27
2018,PM10,Information and communication,0.101
2018,PM10,Manufacturing,19.436
2018,PM10,Mining and quarrying,12.714
2018,PM10,Other service activities,0.154
2018,PM10,"Professional, scientific and technical activities",0.139
2018,PM10,Public administration and defence; compulsory social security,0.536
2018,PM10,Real estate activities,0.05
2018,PM10,Transport and storage,15.962
2018,PM10,"Water supply; sewerage, waste management and remediation activities",1.158
2018,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.899
2019,PM10,"Agriculture, forestry and fishing",18.866
2019,PM10,"Arts, entertainment and recreation",0.148
2019,PM10,Construction,31.509
2019,PM10,Education,0.251
2019,PM10,"Electricity, gas, steam and air conditioning supply",1.755
2019,PM10,Financial and insurance activities,1.60E-02
2019,PM10,Human health and social work activities,0.251
2019,PM10,Information and communication,9.70E-02
2019,PM10,Manufacturing,17.865
2019,PM10,Mining and quarrying,12.422
2019,PM10,Other service activities,0.144
2019,PM10,"Professional, scientific and technical activities",0.135
2019,PM10,Public administration and defence; compulsory social security,0.509
2019,PM10,Real estate activities,4.90E-02
2019,PM10,Transport and storage,17.314
2019,PM10,"Water supply; sewerage, waste management and remediation activities",1.112
2019,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.836
2020,PM10,"Agriculture, forestry and fishing",18.045
2020,PM10,"Arts, entertainment and recreation",0.134
2020,PM10,Construction,25.087
2020,PM10,Education,0.228
2020,PM10,"Electricity, gas, steam and air conditioning supply",1.608
2020,PM10,Financial and insurance activities,1.20E-02
2020,PM10,Human health and social work activities,0.254
2020,PM10,Information and communication,7.30E-02
2020,PM10,Manufacturing,17.241
2020,PM10,Mining and quarrying,11.014
2020,PM10,Other service activities,0.131
2020,PM10,"Professional, scientific and technical activities",9.50E-02
2020,PM10,Public administration and defence; compulsory social security,0.401
2020,PM10,Real estate activities,3.80E-02
2020,PM10,Transport and storage,12.399
2020,PM10,"Water supply; sewerage, waste management and remediation activities",1.125
2020,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.479
2021,PM10,"Agriculture, forestry and fishing",18.533
2021,PM10,"Arts, entertainment and recreation",0.136
2021,PM10,Construction,28.01
2021,PM10,Education,0.215
2021,PM10,"Electricity, gas, steam and air conditioning supply",1.414
2021,PM10,Financial and insurance activities,1.20E-02
2021,PM10,Human health and social work activities,0.252
2021,PM10,Information and communication,7.90E-02
2021,PM10,Manufacturing,17.289
2021,PM10,Mining and quarrying,11.458
2021,PM10,Other service activities,0.132
2021,PM10,"Professional, scientific and technical activities",0.103
2021,PM10,Public administration and defence; compulsory social security,0.482
2021,PM10,Real estate activities,0.04
2021,PM10,Transport and storage,9.766
2021,PM10,"Water supply; sewerage, waste management and remediation activities",1.154
2021,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.625
2022,PM10,"Agriculture, forestry and fishing",17.977
2022,PM10,"Arts, entertainment and recreation",0.137
2022,PM10,Construction,29.626
2022,PM10,Education,0.206
2022,PM10,"Electricity, gas, steam and air conditioning supply",1.275
2022,PM10,Financial and insurance activities,1.20E-02
2022,PM10,Human health and social work activities,0.239
2022,PM10,Information and communication,8.40E-02
2022,PM10,Manufacturing,16.839
2022,PM10,Mining and quarrying,11.135
2022,PM10,Other service activities,0.132
2022,PM10,"Professional, scientific and technical activities",0.11
2022,PM10,Public administration and defence; compulsory social security,0.451
2022,PM10,Real estate activities,4.20E-02
2022,PM10,Transport and storage,13.419
2022,PM10,"Water supply; sewerage, waste management and remediation activities",1.166
2022,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.67
2023,PM10,"Agriculture, forestry and fishing",17.566
2023,PM10,"Arts, entertainment and recreation",0.142
2023,PM10,Construction,30.287
2023,PM10,Education,0.205
2023,PM10,"Electricity, gas, steam and air conditioning supply",1.192
2023,PM10,Financial and insurance activities,1.20E-02
2023,PM10,Human health and social work activities,0.237
2023,PM10,Information and communication,8.40E-02
2023,PM10,Manufacturing,16.805
2023,PM10,Mining and quarrying,10.21
2023,PM10,Other service activities,0.134
2023,PM10,"Professional, scientific and technical activities",0.109
2023,PM10,Public administration and defence; compulsory social security,0.464
2023,PM10,Real estate activities,4.20E-02
2023,PM10,Transport and storage,12.58
2023,PM10,"Water supply; sewerage, waste management and remediation activities",1.18
2023,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.674
NA,PM10,"Agriculture, forestry and fishing",NA
NA,PM10,"Arts, entertainment and recreation",NA
NA,PM10,Construction,NA
NA,PM10,Education,NA
NA,PM10,"Electricity, gas, steam and air conditioning supply",NA
NA,PM10,Financial and insurance activities,NA
NA,PM10,Human health and social work activities,NA
NA,PM10,Information and communication,NA
NA,PM10,Manufacturing,NA
NA,PM10,Mining and quarrying,NA
NA,PM10,Other service activities,NA
NA,PM10,"Professional, scientific and technical activities",NA
NA,PM10,Public administration and defence; compulsory social security,NA
NA,PM10,Real estate activities,NA
NA,PM10,Transport and storage,NA
NA,PM10,"Water supply; sewerage, waste management and remediation activities",NA
NA,PM10,Wholesale and retail trade; repair of motor vehicles and motorcycles,NA
1990,PM2.5,"Agriculture, forestry and fishing",28.374
1990,PM2.5,"Arts, entertainment and recreation",0.519
1990,PM2.5,Construction,14.279
1990,PM2.5,Education,1.96
1990,PM2.5,"Electricity, gas, steam and air conditioning supply",31.744
1990,PM2.5,Financial and insurance activities,6.10E-02
1990,PM2.5,Human health and social work activities,1.516
1990,PM2.5,Information and communication,0.225
1990,PM2.5,Manufacturing,42.973
1990,PM2.5,Mining and quarrying,12.624
1990,PM2.5,Other service activities,0.349
1990,PM2.5,"Professional, scientific and technical activities",0.329
1990,PM2.5,Public administration and defence; compulsory social security,2.871
1990,PM2.5,Real estate activities,8.70E-02
1990,PM2.5,Transport and storage,90.313
1990,PM2.5,"Water supply; sewerage, waste management and remediation activities",2.211
1990,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.979
1991,PM2.5,"Agriculture, forestry and fishing",26.328
1991,PM2.5,"Arts, entertainment and recreation",0.508
1991,PM2.5,Construction,13.645
1991,PM2.5,Education,1.872
1991,PM2.5,"Electricity, gas, steam and air conditioning supply",31.432
1991,PM2.5,Financial and insurance activities,0.06
1991,PM2.5,Human health and social work activities,1.495
1991,PM2.5,Information and communication,0.243
1991,PM2.5,Manufacturing,43.296
1991,PM2.5,Mining and quarrying,11.067
1991,PM2.5,Other service activities,0.35
1991,PM2.5,"Professional, scientific and technical activities",0.35
1991,PM2.5,Public administration and defence; compulsory social security,2.919
1991,PM2.5,Real estate activities,9.60E-02
1991,PM2.5,Transport and storage,86.441
1991,PM2.5,"Water supply; sewerage, waste management and remediation activities",2.467
1991,PM2.5,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.236
1992,PM2.5,"Agriculture, forestry and fishing",22.757
1992,PM2.5,"Arts, entertainment and recreation",0.426
1992,PM2.5,Construction,12.75
1992,PM2.5,Education,1.735
